date,throughput,capacity,rolling_avg_3mo,utilization_pct,utilization_variance
2013-08-01,81.23,83.5,72.70333333333333,97.28143712574851,19.295631937300143
2013-09-01,83.78,84.26,76.24666666666667,99.43033467837645,2.1488975526279432
2013-10-01,84.33,84.33,83.11333333333333,100.0,0.5696653216235461
2013-11-01,77.88,77.88,81.99666666666667,100.0,0.0
2013-12-01,82.8,82.8,81.67,100.0,0.0
2014-01-01,82.07,84.26,80.91666666666667,97.40090197009256,-2.599098029907438
2014-02-01,86.16,86.16,83.67666666666666,100.0,2.599098029907438
2014-03-01,85.14999999999999,85.27,84.46,99.85927055236307,-0.14072944763692874
2014-04-01,84.2,84.26,85.17,99.92879183479705,0.06952128243398192
2014-05-01,84.76,84.76,84.70333333333333,100.0,0.07120816520294682
2014-06-01,81.62,84.26,83.52666666666667,96.8668407310705,-3.1331592689295036
2014-07-01,81.9,84.26,82.76,97.19914550201757,0.33230477094707567
2014-08-01,83.39,84.26,82.30333333333334,98.96748160455732,1.7683361025397488
2014-09-01,80.05,80.05,81.78,100.0,1.032518395442679
2014-10-01,87.86999999999999,87.87,83.77,99.99999999999999,-1.4210854715202004e-14
2014-11-01,87.50999999999999,87.51,85.14333333333333,99.99999999999999,0.0
2014-12-01,87.16,87.16,87.51333333333332,100.0,1.4210854715202004e-14
2015-01-01,88.35000000000001,88.35,87.67333333333333,100.00000000000003,2.842170943040401e-14
2015-02-01,87.64,87.64,87.71666666666665,100.0,-2.842170943040401e-14
2015-03-01,92.22,92.22,89.40333333333335,100.0,0.0
2015-04-01,94.57,94.57,91.47666666666667,100.0,0.0
2015-05-01,83.68,92.86,90.15666666666668,90.11415033383588,-9.88584966616412
2015-06-01,82.99,88.8,87.08,93.4572072072072,3.3430568733713244
2015-07-01,94.50999999999999,94.51,87.05999999999999,99.99999999999999,6.542792792792781
2015-08-01,91.24,91.24,89.57999999999998,100.0,1.4210854715202004e-14
2015-09-01,90.33,92.28,92.02666666666666,97.88686605981795,-2.1131339401820526
2015-10-01,80.25,90.34,87.27333333333333,88.83108257693159,-9.055783482886355
2015-11-01,86.75,92.14,85.77666666666666,94.15020620794444,5.319123631012843
2015-12-01,85.76,93.07,84.25333333333333,92.14569678736436,-2.004509420580078
2016-01-01,94.13,94.13,88.88,100.0,7.854303212635642
2016-02-01,92.04,93.67,90.64333333333333,98.25984840397139,-1.7401515960286105
2016-03-01,87.24000000000001,92.28,91.13666666666667,94.53836150845254,-3.7214868955188507
2016-04-01,63.660000000000004,92.95,80.98,68.4884346422808,-26.049926866171745
2016-05-01,64.95,86.86,71.95,74.77550080589455,6.287066163613758
2016-06-01,61.54,88.18,63.38333333333333,69.78906781583125,-4.986432990063307
2016-07-01,78.19,86.3,68.22666666666667,90.60254924681345,20.813481430982208
2016-08-01,88.34,88.33,76.02333333333333,100.0113211819314,9.40877193511794
2016-09-01,89.51,89.74,85.34666666666668,99.74370403387566,-0.26761714805573433
2016-10-01,87.77,87.77,88.54,100.0,0.25629596612434113
2016-11-01,94.22999999999999,94.23,90.50333333333333,99.99999999999999,-1.4210854715202004e-14
2016-12-01,95.12,95.12,92.37333333333333,100.0,1.4210854715202004e-14
2017-01-01,95.6,95.61,94.98333333333333,99.98954084300806,-0.010459156991942109
2017-02-01,92.2,92.33,94.30666666666667,99.85920069316583,-0.13034014984222608
2017-03-01,95.48,95.48,94.42666666666666,100.0,0.1407993068341682
2017-04-01,94.76,94.93,94.14666666666666,99.82092067839461,-0.17907932160538564
2017-05-01,95.4,96.65,95.21333333333335,98.70667356440765,-1.1142471139869627
2017-06-01,94.67,94.68,94.94333333333334,99.98943810730883,1.2827645429011767
2017-07-01,89.76,93.8,93.27666666666669,95.69296375266525,-4.296474354643578
2017-08-01,93.14,93.14,92.52333333333333,100.0,4.30703624733475
2017-09-01,94.42,94.43,92.44,99.98941014508101,-0.010589854918990227
2017-10-01,90.01,90.01,92.52333333333335,100.0,0.010589854918990227
2017-11-01,47.47,90.62,77.3,52.3835797837122,-47.6164202162878
2017-12-01,92.62,92.61,76.7,100.01079796998165,47.62721818626945
2018-01-01,94.25,94.25,78.11333333333333,100.0,-0.0107979699816525
2018-02-01,95.0,95.01,93.95666666666666,99.98947479212714,-0.01052520787285971
2018-03-01,93.72,93.72,94.32333333333334,100.0,0.01052520787285971
2018-04-01,96.09,96.09,94.93666666666667,100.0,0.0
2018-05-01,93.6,93.8,94.46999999999998,99.7867803837953,-0.21321961620469665
2018-06-01,94.81,94.82,94.83333333333333,99.98945370175069,0.20267331795538723
2018-07-01,95.05,95.05,94.48666666666666,100.0,0.010546298249309416
2018-08-01,89.73,89.73,93.19666666666667,100.0,0.0
2018-09-01,92.72,92.85,92.5,99.85998922994077,-0.14001077005923435
2018-10-01,92.03,92.03,91.49333333333334,100.0,0.14001077005923435
2018-11-01,93.1,93.1,92.61666666666667,100.0,0.0
2018-12-01,93.72,93.72,92.95,100.0,0.0
2019-01-01,94.48,94.6,93.76666666666667,99.87315010570825,-0.12684989429175175
2019-02-01,84.50999999999999,93.33,90.90333333333332,90.549662487946,-9.323487617762254
2019-03-01,89.25,89.25,89.41333333333334,100.0,9.450337512054006
2019-04-01,89.97,89.97,87.90999999999998,100.0,0.0
2019-05-01,95.67999999999999,95.68,91.63333333333333,99.99999999999999,-1.4210854715202004e-14
2019-06-01,93.71,93.8,93.11999999999999,99.90405117270788,-0.09594882729210497
2019-07-01,94.45,94.44,94.61333333333334,100.01058873358745,0.10653756087957333
2019-08-01,93.82,93.96,93.99333333333334,99.85100042571307,-0.15958830787438671
2019-09-01,91.0,91.0,93.08999999999999,100.0,0.14899957428693256
2019-10-01,79.02,94.6,87.94666666666666,83.53065539112052,-16.46934460887948
2019-11-01,56.05,92.77,75.35666666666667,60.41823865473752,-23.112416736382997
2019-12-01,91.15,91.15,75.40666666666667,100.0,39.58176134526248
2020-01-01,90.04,90.04,79.08,100.0,0.0
2020-02-01,92.77,93.01,91.32000000000001,99.74196322976023,-0.25803677023976945
2020-03-01,90.72,92.85,91.17666666666666,97.7059773828756,-2.0359858468846284
2020-04-01,84.82,91.42,89.43666666666665,92.7805731787355,-4.925404204140108
2020-05-01,85.5,94.33,87.01333333333332,90.63924520301072,-2.141327975724778
2020-06-01,86.31,88.87,85.54333333333334,97.11938786992236,6.480142666911647
2020-07-01,87.07,87.7,86.29333333333334,99.28164196123146,2.1622540913090944
2020-08-01,87.97999999999999,87.98,87.12,99.99999999999999,0.7183580387685282
2020-09-01,87.86999999999999,90.94,87.63999999999999,96.62414778975148,-3.3758522102485102
2020-10-01,94.57,94.56,90.13999999999999,100.01057529610829,3.38642750635681
2020-11-01,93.43,93.43,91.95666666666666,100.0,-0.01057529610828567
2020-12-01,95.03,95.03,94.34333333333332,100.0,0.0
2021-01-01,98.22,98.22,95.56,100.0,0.0
2021-02-01,95.26,95.39,96.17,99.8637173707936,-0.13628262920640566
2021-03-01,95.83,95.87,96.43666666666667,99.95827683321164,0.09455946241804725
2021-04-01,96.39,96.39,95.82666666666667,100.0,0.04172316678835841
2021-05-01,94.09,94.09,95.43666666666667,100.0,0.0
2021-06-01,92.17,92.21,94.21666666666668,99.9566207569678,-0.04337924303220575
2021-07-01,96.2,96.2,94.15333333333335,100.0,0.04337924303220575
2021-08-01,95.22,95.22,94.53000000000002,100.0,0.0
2021-09-01,93.49,93.64,94.96999999999998,99.83981204613413,-0.16018795386587215
2021-10-01,93.52,93.52,94.07666666666667,100.0,0.16018795386587215
2021-11-01,99.21,99.21,95.40666666666665,100.0,0.0
2021-12-01,99.73,99.73,97.48666666666666,100.0,0.0
2022-01-01,95.44,96.19,98.12666666666667,99.22029316976817,-0.7797068302318308
2022-02-01,92.73,92.73,95.96666666666668,100.0,0.7797068302318308
2022-03-01,97.21,97.21,95.12666666666667,100.0,0.0
2022-04-01,96.86,96.98,95.60000000000001,99.87626314704062,-0.1237368529593823
